sku	fnsku	asin	product-name	condition	your-price	mfn-listing-exists	mfn-fulfillable-quantity	afn-listing-exists	afn-warehouse-quantity	afn-fulfillable-quantity	afn-unsellable-quantity	afn-reserved-quantity	afn-total-quantity	per-unit-volume	afn-inbound-working-quantity	afn-inbound-shipped-quantity	afn-inbound-receiving-quantity	afn-researching-quantity	afn-reserved-future-supply	afn-future-supply-buyable	store
SAINT-LUCIA-5GB-30D	B0H6MGBXNV	B0H6MGBXNV	Saint Lucia eSIM 5GB 30Days	New	38.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
SAINT-MARTIN-20GB-30D	B0H6MF7K64	B0H6MF7K64	Saint Martin eSIM 20GB 30Days	New	16.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
SAINT-MARTIN-3GB-15D	B0H6MDB2CN	B0H6MDB2CN	Saint Martin eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
SAINT-MARTIN-5GB-30D	B0H6MC37Q1	B0H6MC37Q1	Saint Martin eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
SAINT-VINCENT-AND-THE-GRENADINES-3GB-15D	B0H6MF3FWZ	B0H6MF3FWZ	Saint Vincent and the Grenadines eSIM 3GB 15Days	New	34.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
SAINT-VINCENT-AND-THE-GRENADINES-5GB-30D	B0H6MJXH8Z	B0H6MJXH8Z	Saint Vincent and the Grenadines eSIM 5GB 30Days	New	46.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
SAMOA-20GB-30D	B0H6MJQDSM	B0H6MJQDSM	Samoa eSIM 20GB 30Days	New	295.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
SAMOA-3GB-15D	B0H6MGJ45S	B0H6MGJ45S	Samoa eSIM 3GB 15Days	New	58.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
SAMOA-5GB-30D	B0H6MFFZH1	B0H6MFFZH1	Samoa eSIM 5GB 30Days	New	80.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
SAN-MARINO-20GB-30D	B0H6MDHJFJ	B0H6MDHJFJ	San Marino eSIM 20GB 30Days	New	16.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
SAN-MARINO-3GB-15D	B0H6MG33GL	B0H6MG33GL	San Marino eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
SAN-MARINO-5GB-30D	B0H6ML6C38	B0H6ML6C38	San Marino eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
SAUDI-ARABIA-20GB-30D	B0FRB5PZTS	B0FRB5PZTS	Saudi Arabia eSIM 20GB 30Days	New	33.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	1	4	
SAUDI-ARABIA-3GB-15D	B0FRB3N2KL	B0FRB3N2KL	Saudi Arabia eSIM 3GB 15Days	New	11.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	1	4	
SAUDI-ARABIA-5GB-30D	B0FRB1SRZY	B0FRB1SRZY	Saudi Arabia eSIM 5GB 30Days	New	14.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
SENEGAL-3GB-15D	B0FRB4HX92	B0FRB4HX92	Senegal eSIM 3GB 15Days	New	16.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
SENEGAL-5GB-30D	B0FRB68H77	B0FRB68H77	Senegal eSIM 5GB 30Days	New	18.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
SERBIA-20GB-30D	B0FRB5K8JC	B0FRB5K8JC	Serbia eSIM 20GB 30Days	New	21.99	No		Yes	0	0	0	0	25	169.44	0	25	0	0	5	0	
SERBIA-3GB-15D	B0FRB5TJV2	B0FRB5TJV2	Serbia eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	25	169.44	0	25	0	0	1	4	
SEYCHELLES-3GB-15D	B0FRB55T3H	B0FRB55T3H	Seychelles eSIM 3GB 15Days	New	17.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
SEYCHELLES-5GB-30D	B0FR9P7N6M	B0FR9P7N6M	Seychelles eSIM 5GB 30Days	New	28.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	2	3	
SG_20_30	B0FRB256K8	B0FRB256K8	Singapore eSIM 20GB 30Days	New	17.53	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
SG_5_30	B0FR9X3Y3R	B0FR9X3Y3R	Singapore eSIM 5GB 30Days	New	9.75	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
SIERRA-LEONE-20GB-30D	B0H6ML1JW1	B0H6ML1JW1	Sierra Leone eSIM 20GB 30Days	New	94.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
SIERRA-LEONE-3GB-15D	B0H6MHPWKP	B0H6MHPWKP	Sierra Leone eSIM 3GB 15Days	New	26.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
SIERRA-LEONE-5GB-30D	B0H6MBK6HZ	B0H6MBK6HZ	Sierra Leone eSIM 5GB 30Days	New	33.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
SINGAPORE-20GB-30D	B0FRB256K8	B0FRB256K8	Singapore eSIM 20GB 30Days	New	15.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
SINGAPORE-5GB-30D	B0FR9X3Y3R	B0FR9X3Y3R	Singapore eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
SLOVAKIA-20GB-30D	B0FRB14YYC	B0FRB14YYC	Slovakia eSIM 20GB 30Days	New	15.99	No		Yes	0	0	0	0	25	169.44	0	25	0	0	0	5	
SLOVAKIA-3GB-15D	B0FR9XC4BW	B0FR9XC4BW	Slovakia eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	25	169.44	0	25	0	0	0	5	
SLOVAKIA-5GB-30D	B0FRB2X84M	B0FRB2X84M	Slovakia eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	25	169.44	0	25	0	0	0	5	
SLOVENIA-20GB-30D	B0FR9X15V2	B0FR9X15V2	Slovenia eSIM 20GB 30Days	New	15.99	No		Yes	0	0	0	0	25	169.44	0	25	0	0	0	5	
SLOVENIA-3GB-15D	B0FR9XCF27	B0FR9XCF27	Slovenia eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	25	169.44	0	25	0	0	0	5	
SLOVENIA-5GB-30D	B0FRB3SJMR	B0FRB3SJMR	Slovenia eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	25	169.44	0	25	0	0	0	5	
SN_3_15	B0FRB4HX92	B0FRB4HX92	Senegal eSIM 3GB 15Days	New	29.26	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
SN_5_30	B0FRB68H77	B0FRB68H77	Senegal eSIM 5GB 30Days	New	43.26	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
SOUTH-AFRICA-5GB-30D	B0FRB3R6F3	B0FRB3R6F3	South Africa eSIM 5GB 30Days	New	15.99	No		Yes	0	0	0	0	80	96.03	0	80	0	0	0	20	
SOUTH-AMERICA-5GB-30D	B0FRB8D7HC	B0FRB8D7HC	South America eSIM 5GB 30Days	New	21.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	1	4	
SOUTH-KOREA-20GB-30D	B0FRC4P51Z	B0FRC4P51Z	South Korea eSIM 20GB 30Days	New	15.99	No		Yes	0	0	0	0	25	169.44	0	25	0	0	5	0	
SOUTH-KOREA-3GB-15D	B0FRC4RTDF	B0FRC4RTDF	South Korea eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	25	169.44	0	25	0	0	4	1	
SOUTH-KOREA-5GB-30D	B0FRD9LC4C	B0FRD9LC4C	South Korea eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	25	169.44	0	25	0	0	5	0	
SPAIN-20GB-30D	B0FRCMPGPL	B0FRCMPGPL	Spain eSIM 20GB 30Days	New	15.99	No		Yes	0	0	0	0	99	96.03	0	99	0	0	20	0	
SPAIN-3GB-15D	B0FRCDHTZ7	B0FRCDHTZ7	Spain eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	100	181.08	0	100	0	0	0	20	
SPAIN-5GB-30D	B0FRBQCLZN	B0FRBQCLZN	Spain eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	100	181.08	0	100	0	0	0	20	
SRI-LANKA-20GB-30D	B0FRC2DZN5	B0FRC2DZN5	Sri Lanka eSIM 20GB 30Days	New	28.99	No		Yes	0	0	0	0	25	169.44	0	25	0	0	0	5	
SRI-LANKA-3GB-15D	B0FRB7Z1NW	B0FRB7Z1NW	Sri Lanka eSIM 3GB 15Days	New	10.99	No		Yes	0	0	0	0	25	169.44	0	25	0	0	4	1	
SRI-LANKA-5GB-30D	B0FRB64B8M	B0FRB64B8M	Sri Lanka eSIM 5GB 30Days	New	12.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	2	3	
SUDAN-3GB-15D	B0FRCKTXNQ	B0FRCKTXNQ	Sudan eSIM 3GB 15Days	New	22.99	No		Yes	0	0	0	0	25	169.44	0	25	0	0	0	5	
SUDAN-5GB-30D	B0FRC799N3	B0FRC799N3	Sudan eSIM 5GB 30Days	New	30.99	No		Yes	0	0	0	0	25	169.44	0	25	0	0	0	5	
SURINAME-20GB-30D	B0H6MNKY5H	B0H6MNKY5H	Suriname eSIM 20GB 30Days	New	74.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
SURINAME-3GB-15D	B0H6MLWJMY	B0H6MLWJMY	Suriname eSIM 3GB 15Days	New	19.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
SURINAME-5GB-30D	B0H6MNS3N5	B0H6MNS3N5	Suriname eSIM 5GB 30Days	New	32.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
SVG-20GB-30D	B0H6MWF5B5	B0H6MWF5B5	Saint Vincent and the Grenadines eSIM 20GB 30Days	New	125.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
SWEDEN-20GB-30D	B0FRB7X5SP	B0FRB7X5SP	Sweden eSIM 20GB 30Days	New	15.99	No		Yes	0	0	0	0	100	169.44	0	100	0	0	20	0	
SWEDEN-3GB-15D	B0FRCC6W9S	B0FRCC6W9S	Sweden eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	100	169.44	0	100	0	0	3	17	
SWEDEN-5GB-30D	B0FRCS524D	B0FRCS524D	Sweden eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	100	169.44	0	100	0	0	20	0	
SWITZERLAND-20GB-30D	B0FRB6VY7S	B0FRB6VY7S	Switzerland eSIM 20GB 30Days	New	15.99	No		Yes	0	0	0	0	100	96.03	0	100	0	0	20	0	
SWITZERLAND-3GB-15D	B0FRB5LFVC	B0FRB5LFVC	Switzerland eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	100	96.03	0	100	0	0	6	14	
SWITZERLAND-5GB-30D	B0FRB7G4VW	B0FRB7G4VW	Switzerland eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	100	96.03	0	100	0	0	8	12	
TAJIKISTAN-20GB-30D	B0H6M85C77	B0H6M85C77	Tajikistan eSIM 20GB 30Days	New	41.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
TAJIKISTAN-3GB-15D	B0H6M7XFN6	B0H6M7XFN6	Tajikistan eSIM 3GB 15Days	New	15.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
TAJIKISTAN-5GB-30D	B0H6MFYMXZ	B0H6MFYMXZ	Tajikistan eSIM 5GB 30Days	New	16.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	2	3	
TANZANIA-3GB-15D	B0FRC81NPJ	B0FRC81NPJ	Tanzania eSIM 3GB 15Days	New	16.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	4	1	
THAILAND-20GB-30D	B0FRCHW3MW	B0FRCHW3MW	Thailand eSIM 20GB 30Days	New	15.99	No		Yes	0	0	0	0	100	96.03	0	100	0	0	20	0	
THAILAND-3GB-15D	B0FRCDPJSH	B0FRCDPJSH	Thailand eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	100	96.03	0	100	0	0	20	0	
THAILAND-5GB-30D	B0FR9Q5D1J	B0FR9Q5D1J	Thailand eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	100	96.03	0	100	0	0	20	0	
TH_20_30	B0FRCHW3MW	B0FRCHW3MW	Thailand eSIM 20GB 30Days	New	13.37	No		Yes	0	0	0	0	100	96.03	0	100	0	0	20	0	
TH_3_15	B0FRCDPJSH	B0FRCDPJSH	Thailand eSIM 3GB 15Days	New	3.28	No		Yes	0	0	0	0	100	96.03	0	100	0	0	20	0	
TH_5_30	B0FR9Q5D1J	B0FR9Q5D1J	Thailand eSIM 5GB 30Days	New	4.48	No		Yes	0	0	0	0	100	96.03	0	100	0	0	20	0	
TN_5_30	B0FRB7Q96Z	B0FRB7Q96Z	Tunisia eSIM 5GB 30Days	New	11.59	No		Yes	0	0	0	0	25	96.03	0	25	0	0	5	0	
TRINIDAD-AND-TOBAGO-20GB-30D	B0H6MF31VP	B0H6MF31VP	Trinidad and Tobago eSIM 20GB 30Days	New	96.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
TRINIDAD-AND-TOBAGO-3GB-15D	B0H6MJTHXK	B0H6MJTHXK	Trinidad and Tobago eSIM 3GB 15Days	New	22.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
TRINIDAD-AND-TOBAGO-5GB-30D	B0H6MJTHY9	B0H6MJTHY9	Trinidad and Tobago eSIM 5GB 30Days	New	33.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
TR_20_30	B0FRCYMWCX	B0FRCYMWCX	Turkey eSIM 20GB 30Days	New	0.00	No		Yes	0	0	0	0	100	96.03	0	100	0	0	20	0	
TR_3_15	B0FRC2PSHM	B0FRC2PSHM	Turkey eSIM 3GB 15Days	New	2.71	No		Yes	0	0	0	0	100	96.03	0	100	0	0	15	5	
TR_5_30	B0FRCBZ1BB	B0FRCBZ1BB	Turkey eSIM 5GB 30Days	New	4.48	No		Yes	0	0	0	0	99	96.03	0	99	0	0	19	1	
TUNISIA-5GB-30D	B0FRB7Q96Z	B0FRB7Q96Z	Tunisia eSIM 5GB 30Days	New	11.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	5	0	
TURKEY-20GB-30D	B0FRCYMWCX	B0FRCYMWCX	Turkey eSIM 20GB 30Days	New	17.99	No		Yes	0	0	0	0	100	96.03	0	100	0	0	20	0	
TURKEY-3GB-15D	B0FRC2PSHM	B0FRC2PSHM	Turkey eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	100	96.03	0	100	0	0	15	5	
TURKEY-5GB-30D	B0FRCBZ1BB	B0FRCBZ1BB	Turkey eSIM 5GB 30Days	New	8.99	No		Yes	0	0	0	0	99	96.03	0	99	0	0	19	1	
TURKS-AND-CAICOS-ISLANDS-20GB-30D	B0H6MLBGX7	B0H6MLBGX7	Turks and Caicos Islands eSIM 20GB 30Days	New	90.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
TURKS-AND-CAICOS-ISLANDS-3GB-15D	B0H6MNNXGL	B0H6MNNXGL	Turks and Caicos Islands eSIM 3GB 15Days	New	23.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
TURKS-AND-CAICOS-ISLANDS-5GB-30D	B0H6MLH1KM	B0H6MLH1KM	Turks and Caicos Islands eSIM 5GB 30Days	New	29.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
TZ_3_15	B0FRC81NPJ	B0FRC81NPJ	Tanzania eSIM 3GB 15Days	New	24.02	No		Yes	0	0	0	0	25	96.03	0	25	0	0	4	1	
UGANDA-3GB-15D	B0FRB7F7Z9	B0FRB7F7Z9	Uganda eSIM 3GB 15Days	New	18.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
UKRAINE-3GB-15D	B0FRB9SBFR	B0FRB9SBFR	Ukraine eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	25	169.44	0	25	0	0	4	1	
UKRAINE-5GB-30D	B0FRC2NRKG	B0FRC2NRKG	Ukraine eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	25	169.44	0	25	0	0	5	0	
UNITED-ARAB-EMIRATES-20GB-30D	B0FRB7TFJR	B0FRB7TFJR	United Arab Emirates eSIM 20GB 30Days	New	36.99	No		Yes	0	0	0	0	20	96.03	0	20	0	0	0	5	
UNITED-ARAB-EMIRATES-3GB-15D	B0FRBBYBGH	B0FRBBYBGH	United Arab Emirates eSIM 3GB 15Days	New	12.99	No		Yes	0	0	0	0	20	96.03	0	20	0	0	0	5	
UNITED-ARAB-EMIRATES-5GB-30D	B0FRB89XHX	B0FRB89XHX	United Arab Emirates eSIM 5GB 30Days	New	15.99	No		Yes	0	0	0	0	20	96.03	0	20	0	0	0	5	
UNITED-KINGDOM-20GB-30D	B0FRDGCBTN	B0FRDGCBTN	United Kingdom eSIM 20GB 30Days	New	15.99	No		Yes	0	0	0	0	80	169.44	0	80	0	0	0	20	
UNITED-KINGDOM-3GB-15D	B0FRCPD8TS	B0FRCPD8TS	United Kingdom eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	81	169.44	0	81	0	0	0	20	
UNITED-KINGDOM-5GB-30D	B0FRDDRGJF	B0FRDDRGJF	United Kingdom eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	80	169.44	0	80	0	0	0	20	
UNITED-STATES-3GB-15D	B0FRCFXK3V	B0FRCFXK3V	United States eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	80	96.03	0	80	0	0	0	20	
UNITED-STATES-5GB-30D	B0FRC2PQ8H	B0FRC2PQ8H	United States eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	80	96.03	0	80	0	0	0	20	
URUGUAY-3GB-15D	B0FRB7LHGN	B0FRB7LHGN	Uruguay eSIM 3GB 15Days	New	17.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
US_3_15	B0FRCFXK3V	B0FRCFXK3V	United States eSIM 3GB 15Days	New	3.89	No		Yes	0	0	0	0	80	96.03	0	80	0	0	0	20	
US_5_30	B0FRC2PQ8H	B0FRC2PQ8H	United States eSIM 5GB 30Days	New	5.66	No		Yes	0	0	0	0	80	96.03	0	80	0	0	0	20	
UZBEKISTAN-5GB-30D	B0FRBWFZ6M	B0FRBWFZ6M	Uzbekistan eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	1	4	
VATICAN-CITY-20GB-30D	B0H6MDPLZ9	B0H6MDPLZ9	Vatican City eSIM 20GB 30Days	New	15.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
VATICAN-CITY-3GB-15D	B0H6MBMF8G	B0H6MBMF8G	Vatican City eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
VATICAN-CITY-5GB-30D	B0H6M7YXNP	B0H6M7YXNP	Vatican City eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
VIETNAM-20GB-30D	B0FRC2NKC4	B0FRC2NKC4	Vietnam eSIM 20GB 30Days	New	22.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	1	4	
VIETNAM-3GB-15D	B0FRBR2DHW	B0FRBR2DHW	Vietnam eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	5	0	
VIETNAM-5GB-30D	B0FRCBXRGV	B0FRCBXRGV	Vietnam eSIM 5GB 30Days	New	10.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	3	2	
VN_20_30	B0FRC2NKC4	B0FRC2NKC4	Vietnam eSIM 20GB 30Days	New	0.00	No		Yes	0	0	0	0	25	96.03	0	25	0	0	1	4	
VN_3_15	B0FRBR2DHW	B0FRBR2DHW	Vietnam eSIM 3GB 15Days	New	0.00	No		Yes	0	0	0	0	25	96.03	0	25	0	0	5	0	
VN_5_30	B0FRCBXRGV	B0FRCBXRGV	Vietnam eSIM 5GB 30Days	New	0.00	No		Yes	0	0	0	0	25	96.03	0	25	0	0	3	2	
ZAMBIA-3GB-15D	B0FRC2NSM2	B0FRC2NSM2	Zambia eSIM 3GB 15Days	New	17.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
ZAMBIA-5GB-30D	B0FRCL97L4	B0FRCL97L4	Zambia eSIM 5GB 30Days	New	28.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
ZA_5_30	B0FRB3R6F3	B0FRB3R6F3	South Africa eSIM 5GB 30Days	New	18.03	No		Yes	0	0	0	0	80	96.03	0	80	0	0	0	20	
ZM_3_15	B0FRC2NSM2	B0FRC2NSM2	Zambia eSIM 3GB 15Days	New	0.00	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
ZM_5_30	B0FRCL97L4	B0FRCL97L4	Zambia eSIM 5GB 30Days	New	0.00	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
